1 1804289383.00 1804289383.00
2 846930886.00 1325610134.50
3 1681692777.00 1444304348.67
4 1714636915.00 1511887490.25
5 1957747793.00 1601059550.80
6 424238335.00 1404922681.50
7 719885386.00 1307060210.71
8 1649760492.00 1349897745.88
9 596516649.00 1266188735.11
10 1189641421.00 1258534003.70
11 1025202362.00 1237322036.27
12 1350490027.00 1246752702.17
13 783368690.00 1211107778.15
14 1102520059.00 1203351512.50
15 2044897763.00 1259454595.87
16 1967513926.00 1303708304.00
17 1365180540.00 1307324317.88
18 1540383426.00 1320272046.11
19 304089172.00 1266788736.95
20 1303455736.00 1268622086.90
21 35005211.00 1209878426.14
22 521595368.00 1178592832.59
23 294702567.00 1140162821.04
24 1726956429.00 1164612554.71
25 336465782.00 1131486683.80
26 861021530.00 1121084177.88
27 278722862.00 1089885610.63
28 233665123.00 1059306307.50
29 2145174067.00 1096750023.34
30 468703135.00 1075815127.07
31 1101513929.00 1076644120.68
32 1801979802.00 1099310860.72
33 1315634022.00 1105866108.03
34 635723058.00 1092038371.26
35 1369133069.00 1099955362.63
36 1125898167.00 1100675996.08
37 1059961393.00 1099575601.41
38 2089018456.00 1125613571.26
39 628175011.00 1112858736.38
40 1656478042.00 1126449219.03
41 1131176229.00 1126564511.95
42 1653377373.00 1139107675.31
43 859484421.00 1132604808.93
44 1914544919.00 1150376175.07
45 608413784.00 1138332566.38
46 756898537.00 1130040522.26
47 1734575198.00 1142902962.17
48 1973594324.00 1160209032.21
49 149798315.00 1139588405.33
50 2038664370.00 1157569924.62
51 1129566413.00 1157020836.16
52 184803526.00 1138324349.42
53 412776091.00 1124634759.64
54 1424268980.00 1130183541.50
55 1911759956.00 1144394021.76
56 749241873.00 1137337733.39
57 137806862.00 1119802104.07
58 42999170.00 1101236536.24
59 982906996.00 1099230950.81
60 135497281.00 1083168722.98
61 511702305.00 1073800421.05
62 2084420925.00 1090100751.76
63 1937477084.00 1103551169.73
64 1827336327.00 1114860312.81
65 572660336.00 1106518774.71
66 1159126505.00 1107315861.53
67 805750846.00 1102814891.15
68 1632621729.00 1110606168.18
69 1100661313.00 1110462039.84
70 1433925857.00 1115082951.51
71 1141616124.00 1115456658.17
72 84353895.00 1101135786.46
73 939819582.00 1098925975.44
74 2001100545.00 1111117523.68
75 1998898814.00 1122954607.55
76 1548233367.00 1128550380.70
77 610515434.00 1121822654.12
78 1585990364.00 1127773522.19
79 1374344043.00 1130894668.03
80 760313750.00 1126262406.55
81 1477171087.00 1130594612.48
82 356426808.00 1121153541.70
83 945117276.00 1119032622.83
84 1889947178.00 1128210177.06
85 1780695788.00 1135886478.36
86 709393584.00 1130927258.66
87 491705403.00 1123579881.01
88 1918502651.00 1132613094.31
89 752392754.00 1128340955.65
90 1474612399.00 1132188416.13
91 2053999932.00 1142318213.01
92 1264095060.00 1143641874.39
93 1411549676.00 1146522603.44
94 1843993368.00 1153942505.19
95 943947739.00 1151732033.97
96 1984210012.00 1160403679.57
97 855636226.00 1157261747.06
98 1749698586.00 1163307020.93
99 1469348094.00 1166398344.90
100 1956297539.00 1174297336.84
101 1036140795.00 1172929450.29
102 463480570.00 1165974069.11
103 2040651434.00 1174466082.36
104 1975960378.00 1182172758.28
105 317097467.00 1173933945.98
106 1892066601.00 1180708782.35
107 1376710097.00 1182540570.34
108 927612902.00 1180180128.96
109 1330573317.00 1181559882.98
110 603570492.00 1176305433.97
111 1687926652.00 1180914634.14
112 660260756.00 1176265938.79
113 959997301.00 1174352057.04
114 485560280.00 1168310023.91
115 402724286.00 1161652756.63
116 593209441.00 1156752383.22
117 1194953865.00 1157078891.61
118 894429689.00 1154853050.91
119 364228444.00 1148209146.65
120 1947346619.00 1154868625.58
121 221558440.00 1147155318.26
122 270744729.00 1139971624.91
123 1063958031.00 1139353628.21
124 1633108117.00 1143335519.25
125 2114738097.00 1151106739.87
126 2007905771.00 1157906732.18
127 1469834481.00 1160362856.19
128 822890675.00 1157726354.77
129 1610120709.00 1161233287.75
130 791698927.00 1158390715.75
131 631704567.00 1154370210.79
132 498777856.00 1149403602.05
133 1255179497.00 1150198909.53
134 524872353.00 1145532293.43
135 327254586.00 1139470977.08
136 1572276965.00 1142653374.05
137 269455306.00 1136279665.53
138 1703964683.00 1140393325.07
139 352406219.00 1134724353.09
140 1600028624.00 1138047955.02
141 160051528.00 1131111810.15
142 2040332871.00 1137514775.37
143 112805732.00 1130348977.86
144 1120048829.00 1130277449.05
145 378409503.00 1125092152.87
146 515530019.00 1120917069.76
147 1713258270.00 1124946601.73
148 1573363368.00 1127976444.75
149 1409959708.00 1129868949.87
150 2077486715.00 1136186401.64
151 1373226340.00 1137756202.56
152 1631518149.00 1141004636.41
153 200747796.00 1134859166.87
154 289700723.00 1129371125.03
155 1117142618.00 1129292231.43
156 168002245.00 1123130116.13
157 150122846.00 1116932617.60
158 439493451.00 1112645027.94
159 990892921.00 1111879291.42
160 1760243555.00 1115931568.06
161 1231192379.00 1116647473.72
162 1622597488.00 1119770621.96
163 111537764.00 1113585144.30
164 338888228.00 1108861382.62
165 2147469841.00 1115155979.33
166 438792350.00 1111081499.64
167 1911165193.00 1115872419.96
168 269441500.00 1110834140.67
169 2142757034.00 1116940193.30
170 116087764.00 1111052826.06
171 1869470124.00 1115488014.94
172 155324914.00 1109905671.33
173 8936987.00 1103541690.50
174 1982275856.00 1108591886.85
175 1275373743.00 1109544926.03
